4825	[0.5061859,0.769522,0.577577,0.040652376,0.46225908,0.763832,0.6937449,0.2064967,0.028888438,0.09201605]
4910	[0.89799964,0.2583749,0.5746267,0.3645598,0.27116057,0.0016883373,0.043211557,0.83473724,0.9644996,0.18980849]
4930	[0.64833355,0.6755767,0.4663852,0.8096123,0.6153946,0.48668137,0.76309985,0.9387947,0.5529745,0.2769024]
5065	[0.77211356,0.9025877,0.09024364,0.8161084,0.9448004,0.7411822,0.60131335,0.19686215,0.707089,0.7275995]
5185	[0.5928992,0.001607297,0.08220577,0.7838609,0.87511766,0.5456388,0.1750286,0.76060873,0.18870953,0.7688558]
5610	[0.32864743,0.43171406,0.49659997,0.5162077,0.79704726,0.26224527,0.6507043,0.010002114,0.4693966,0.9516137]
5620	[0.23608506,0.26932728,0.25938487,0.46758187,0.10692204,0.06615791,0.5211046,0.016948774,0.15913682,0.5103277]
5730	[0.24644198,0.58594203,0.03574927,0.9630173,0.74256533,0.77661574,0.9369314,0.17117086,0.39432907,0.94440526]
5890	[0.8437618,0.90970004,0.71420735,0.4064198,0.51680136,0.79606616,0.64752007,0.18398145,0.8368841,0.8761765]
6095	[0.41184887,0.44298008,0.096664004,0.21558353,0.58609575,0.9616237,0.19461593,0.6266526,0.57568544,0.5295695]
6200	[0.72283375,0.66189647,0.92410433,0.03138518,0.8089117,0.9194331,0.13013445,0.5549049,0.19023032,0.5136577]
6410	[0.4183329,0.92444354,0.055383716,0.10901228,0.87592053,0.94441426,0.89076245,0.58054495,0.9306312,0.2800753]
6600	[0.6113506,0.8557674,0.75873905,0.17946693,0.5436733,0.22207963,0.4741648,0.9450022,0.6648968,0.93267727]
6605	[0.5377085,0.95263755,0.9007257,0.10549233,0.28132617,0.4915761,0.5932216,0.4981575,0.075227074,0.89157504]
6820	[0.40797848,0.5898219,0.32187545,0.07348453,0.4892946,0.05955529,0.91122663,0.31620347,0.6092472,0.54672295]
7265	[0.79010516,0.29995337,0.5353818,0.29369122,0.25553396,0.2752303,0.18890825,0.9659143,0.2284477,3.8218033E-4]
7430	[0.30293912,0.30198795,0.64626676,0.42385924,0.24764626,0.15953611,0.16960107,0.6921435,0.10865451,0.6080373]
7475	[0.3328523,0.18828703,0.38224223,0.23490027,0.018723255,0.17822379,0.03957648,0.62211096,0.20181222,0.13830373]
7595	[0.55128694,0.98169696,0.1972016,0.13000391,0.28928983,0.039647043,0.42382607,0.11167299,0.98631495,0.8648628]
7760	[0.1348407,0.5444883,0.80178475,-0.0085017895,0.022290211,0.7304371,0.40038002,0.3787333,0.78106,0.23714064]
7770	[0.6588229,0.7500429,0.8744648,0.19833253,0.95595926,0.7222306,0.41614836,0.28415042,0.9072964,0.32667485]
7830	[0.8150732,0.41587278,0.9318522,0.89872354,0.36922976,0.60859776,0.21677613,0.04656701,0.7973961,0.36268836]
7870	[0.113717005,0.4248424,0.04427373,0.79521006,0.76510614,0.5379949,0.8299135,0.28204003,0.52999526,0.06620807]
8100	[0.35123166,0.11859859,0.23294957,0.31050372,0.50964826,0.20872945,0.27362198,0.24612848,0.18180826,0.50115997]
8110	[0.19280635,0.20800588,0.12926081,0.8355642,0.640886,0.89093536,0.7316385,0.30128455,0.09416689,0.85804933]
8185	[0.338417,0.812485,0.17679085,0.77644,0.55151165,0.93992025,0.1677472,0.2084675,0.7874772,0.22049911]
8370	[0.22712293,0.91715616,0.2563458,0.24636854,0.49175048,0.9113656,0.7849292,0.19512355,0.93773776,0.27838263]
8630	[0.7551732,0.09443448,0.87054294,0.47268373,0.91935676,0.086219944,0.8171422,0.32447746,0.35744336,0.8810031]
8890	[0.8883701,0.73408973,0.30133334,0.92863065,0.21543314,0.8334573,0.16567445,0.18802801,0.8981388,0.674428]
9135	[0.5948686,0.71109784,0.09343101,0.8143077,0.7007862,0.26747027,0.29190272,0.6966072,0.30645674,0.29006815]
9210	[0.78349566,0.09159919,0.7612127,0.5639352,0.13087678,0.004922679,0.17089902,0.67805505,0.62074924,0.6065083]
9265	[0.010440919,0.5185157,0.08684638,0.078188755,0.5470804,0.37230876,0.5225759,0.16597812,0.6837614,0.30292296]
9620	[0.26128346,0.30952084,0.57365614,0.7261939,0.69325,0.2082959,0.6941075,0.2389113,0.111720584,0.2530749]
9710	[0.786792,0.4975142,0.1478806,0.2442387,0.36225107,0.9600185,0.59870946,0.71855986,0.19135636,0.28804058]
10365	[0.6735303,0.84600616,0.72603226,0.9355078,0.049491912,0.8693544,0.10985405,0.672162,0.067687266,0.44079843]
10445	[0.016589794,0.9838205,-0.0031728242,0.35138094,0.17411476,0.97912264,0.3808295,0.76173335,0.2790718,0.76346076]
10655	[0.7834698,0.8531251,0.024850683,0.7398184,0.60506654,0.8973401,0.67647547,0.74958074,0.4298208,0.8883549]
11760	[0.43392563,0.20924595,0.13153125,0.35222706,0.9053535,0.40411618,0.19763191,0.33360454,0.30260187,0.83560395]
11945	[0.6263629,0.19025956,0.3581133,0.32951587,0.62587935,0.8353158,0.19287537,0.71128565,0.18988535,0.36125144]
11975	[0.6535119,0.55527544,0.26677972,0.077122666,0.95546204,0.44504648,0.9509254,0.5674943,0.763443,0.86612886]
12085	[0.05886314,0.3798891,0.7705124,0.5199734,0.8534957,0.92858636,0.09924817,0.88787353,0.68072575,0.604823]
12120	[0.21962698,0.7844713,0.5330671,0.2260021,0.18575071,-0.016694853,0.981183,0.34910324,0.95600575,0.25025368]
12440	[0.8464766,0.51993084,0.89112556,0.5302007,0.36318368,0.0537545,0.17998144,0.3655799,0.57882094,0.37428954]
12555	[0.4133244,0.09090821,0.24211505,0.5825325,0.4738846,0.6671597,0.81721294,0.8417219,0.35816956,0.20465028]
12805	[0.4706673,0.58291084,0.3582119,0.8920964,0.102003045,0.93565357,0.06187072,0.63275045,0.52226365,0.33805147]
12840	[0.7479548,0.041875754,0.5113929,0.37570232,0.31760228,0.22254527,0.089908354,0.5741688,0.67966646,0.0431246]
13035	[0.40251896,0.22625865,0.544618,0.27218756,0.5778833,0.41955945,0.04796375,0.93371063,0.6795106,0.8763809]
13295	[0.26188526,0.8259952,0.675291,0.13825901,0.9921725,0.54459995,0.048796166,0.97732097,0.10385339,0.8544714]
13610	[0.55582327,0.15343565,0.69564897,0.52787286,0.45233503,0.6611469,0.83457553,0.8887786,0.61826205,0.097248234]
13825	[0.3610127,0.44810116,0.7402226,0.9840021,0.05534506,0.8096788,0.7266364,0.486763,0.78810203,0.4338801]
13850	[0.6737937,0.32241356,0.40372133,0.39090002,0.2144798,0.36538684,0.6263635,0.55642545,0.76610816,0.16888404]
14075	[0.6997339,0.8290557,0.9403368,0.76792085,0.22124925,0.7177718,0.35466957,0.30980512,0.4336372,0.37251708]
14310	[0.6993816,0.032734275,0.78121746,0.7750734,0.9707471,0.36965585,0.10596073,0.85157335,0.39219213,0.40594614]
14965	[0.7103059,0.9531857,0.0011322498,0.17467892,0.4834355,0.9754902,0.9622443,0.9416745,0.59742486,0.1706667]
15145	[0.7026981,0.2958995,0.5150293,0.13467276,0.08264077,0.3030187,0.9755181,0.9502256,0.036165237,0.34551978]
15255	[0.7605618,0.17425525,0.858104,0.5231366,0.6431118,0.90016997,0.4834857,0.36676192,0.44763303,0.024024844]
15770	[0.5607151,0.4423951,0.95923626,0.3905319,0.88959336,0.16539896,0.93064857,0.21237493,0.14149404,0.2604102]
15930	[0.9343873,0.44269443,0.2355299,0.37133455,0.59005904,0.6253681,0.18495047,0.6051818,0.3902552,0.6896988]
16455	[0.12954056,0.4462496,0.8342829,0.9671831,0.2324773,0.58389115,0.86124694,0.18830776,0.95347834,0.35321105]
16490	[0.8430517,0.6427448,0.4734397,0.64898455,0.97937274,0.9120047,0.28591156,0.56878674,0.910414,0.82038593]
17625	[0.67776763,0.20495999,0.42721677,0.6172129,0.015222907,0.74304366,0.1641649,0.7601737,0.16720963,0.1216948]
17775	[0.67576015,0.33553588,0.15510201,0.20155156,0.3426522,0.5171367,0.0054605007,0.34627736,0.6482556,0.0652858]
18780	[0.777594,0.74857235,0.027511,0.8045907,0.55854857,0.25962853,0.44640422,0.27374196,0.44162595,0.7384862]
19045	[0.0704875,0.036504865,0.047347307,0.63185227,0.85393953,0.43955314,0.46283722,0.8365394,0.12985396,0.97261024]
19070	[0.2894678,0.85995865,0.2138784,0.5631511,0.90104604,0.22120202,0.28332424,0.44598496,0.79540014,0.77928317]
19135	[0.37957537,0.7170023,0.77836084,0.6662816,0.6524428,0.6313549,0.95035386,0.5345099,0.358734,0.51842093]
19245	[0.421767,0.94759107,0.68004787,0.006162882,0.3811475,0.11001396,0.04594314,0.17651677,0.4905615,0.19312823]
19375	[0.51947093,0.868068,0.12005222,0.6916789,0.54409695,0.90820396,0.35572636,0.07751453,0.6928141,0.6158818]
19740	[0.3695922,0.09407914,0.33276868,0.8303143,0.96549857,0.9897909,0.9245212,0.64999247,0.6482713,0.27403665]
19975	[0.5851135,0.36644566,0.6724849,0.48354316,0.14532316,0.12369907,0.66112626,0.5095104,0.37923527,0.74091876]
19995	[0.67321765,0.7698386,0.25885367,0.13127458,0.01937735,0.6778805,0.9414253,0.22584713,0.45768952,0.7829915]
20370	[0.15113914,0.2113831,0.72256124,0.89151275,0.79267967,0.8196615,0.7179158,0.036011577,0.22036493,0.08382738]
20670	[0.48036444,0.97774816,0.06525004,0.45352113,0.33533227,0.66769695,0.7071159,0.8967166,0.10953164,0.28857267]
21020	[0.99327016,0.20569515,0.09578669,0.08644557,0.022857785,0.19721878,0.89550674,0.75943315,0.70238113,0.67453253]
21435	[0.59972334,0.60196126,0.61583793,0.9982768,0.12268031,0.022251725,0.5211215,0.055181265,0.07602954,0.5793474]
21470	[0.30053306,0.620702,0.5752957,0.39983416,0.32829297,0.9887967,0.7095442,0.6042862,0.9045155,0.46014202]
21590	[0.84677184,0.23556137,0.9606674,0.24628925,0.7708112,0.16535187,0.71686125,0.333104,0.4244585,0.7645136]
23025	[0.4545989,0.04660189,0.6024606,0.24046147,0.528818,0.11682594,0.3697877,0.4349767,0.20459867,0.29026985]
23045	[0.95490956,0.8428942,0.042316675,0.9916378,0.9862653,0.18126464,0.460626,0.045054078,0.027969837,0.05615723]
23770	[0.8064115,0.6481073,0.8051245,0.8347504,0.82035744,0.053578496,0.55050194,0.06482494,0.98178697,0.11820567]
24510	[0.011274099,0.08981216,0.28501356,0.18861508,0.918098,0.7767818,0.9395788,0.59278846,0.7482878,0.21583211]
25030	[0.8399863,0.9933497,0.27739596,0.20497274,0.8383187,0.83757114,0.43620038,0.8382565,0.031086922,0.07838929]
27125	[0.24725032,0.55904865,0.9339063,0.18642843,0.85298264,0.25289273,0.37712443,0.5495808,0.92731607,0.19198346]
28010	[0.04640448,0.97203946,0.5714718,0.37071526,0.38179255,0.38373005,0.5420717,0.5152403,0.759253,0.44883788]
28810	[0.9176091,0.22677779,0.42197394,0.58696496,0.016178846,0.48657584,0.7885883,0.26081848,0.47063482,0.9699106]
29875	[0.2744348,0.04861021,0.1467669,0.21837866,0.2037921,0.015171528,0.19120705,0.4611894,0.54928446,0.6564245]
30115	[0.41993928,0.9040437,0.5488858,0.7663163,0.9734857,0.96020234,0.55645394,0.39723945,0.91312206,0.48918462]
30380	[0.18522489,0.22952664,0.67913306,0.38589382,0.5077503,0.6982584,0.33651304,0.23251617,0.75075173,0.34706116]
30855	[0.17590773,0.43538094,0.76291156,0.29411757,0.55589783,0.60482645,0.28585827,0.59577644,0.79036915,0.6795021]
31845	[0.17831159,0.1768049,0.7554556,0.7928698,0.053928494,0.5181061,0.07624519,0.65683365,0.08939409,0.64206874]
32345	[0.3675636,0.29738843,0.9598378,0.80251396,0.68948805,0.9222114,0.470253,0.7850975,0.8990865,0.5584003]
32390	[0.87670696,0.62792635,0.064935565,0.6597762,0.022297263,0.34222817,0.7138196,0.9444479,0.44216824,0.8152964]
32735	[0.7737591,0.13042283,0.83814573,0.6838294,0.97208405,0.16533518,0.10493779,0.39102173,0.40588915,0.39831424]
32800	[0.95258987,0.9036945,0.2790506,0.9116167,0.45031238,0.4206072,0.0026737452,0.114156485,0.065905094,0.0493505]
33980	[0.08292878,0.6054715,0.060567617,0.8244475,0.62446547,0.9385545,0.9337435,0.6502143,0.87872815,0.94409]
34055	[0.6088203,0.4027785,0.24540937,0.9772439,0.5348059,0.5206659,0.44521737,0.48057818,0.9895898,0.75288]
34170	[0.20223248,0.5156933,0.14557159,0.27695286,0.38963914,0.5656475,0.042585135,0.8968253,0.85429776,0.56488836]
34210	[0.013597131,0.27276278,0.75608313,0.39436853,0.01013124,0.2172525,0.5513587,0.6642468,0.47831976,0.044096947]
34500	[0.883664,0.34873927,0.83814967,0.5098243,0.21363616,0.861536,0.30914283,0.17081952,0.021444917,0.8034408]
34710	[0.61249816,0.26325822,0.96502256,0.26826215,0.66513336,0.5900053,0.3424747,0.3217231,0.59913146,0.103957295]
35515	[0.5638461,0.5224552,0.36004257,0.44417822,0.53850615,0.49087286,0.9843222,0.99564767,0.93756545,0.93858504]
37225	[0.4417343,0.12433171,0.6429428,0.5396285,0.74643767,0.29148066,0.8878199,0.305871,0.4951812,0.42875075]
37890	[0.4626534,0.676983,0.5768539,0.95950353,0.19583344,0.008192658,0.34340167,0.06500697,0.78923523,0.33034754]
38665	[0.22187793,0.9045775,0.44974196,0.530355,0.3101896,0.3091637,0.0034512281,0.3548931,0.019459605,0.7568464]
41450	[0.03573215,0.9435346,0.12760699,0.869663,0.6382644,0.63443613,0.5463835,0.7457249,0.4148774,0.028658628]
41505	[0.84397876,0.76683486,0.06833005,0.81910527,0.11332643,0.032790065,0.5852765,0.5644003,0.45119965,0.1477735]
41890	[0.8998983,0.74504447,0.2449609,0.5769888,0.5862349,0.9200729,0.59971666,0.18458605,0.26683247,0.80949223]
42000	[0.016527176,0.19308746,0.4434855,0.07522488,0.20202291,0.17917895,0.2462281,0.4013871,0.1963538,0.42522836]
42700	[0.18191087,0.23437226,0.6195674,0.69843173,0.5012336,0.35969448,0.21879494,0.12611508,0.12277794,0.51470876]
42725	[0.06961751,0.3126719,0.847234,0.10757899,0.42054236,0.8074527,0.90259707,0.76723146,0.9699513,0.72802615]
42820	[0.60710585,0.88532746,0.5694442,0.28454816,0.3431549,0.2753781,0.2046603,0.21656227,0.5722325,0.0967474]
44375	[0.3162886,0.70456266,0.7486285,0.20269775,0.6042254,0.5694659,0.724856,0.68836737,0.26223302,0.330804]
44715	[0.80140007,0.09392154,0.36747396,0.933154,0.6745933,0.039114356,0.22506392,0.6929209,0.07433152,0.7465106]
44750	[0.05587542,0.20934367,0.3579296,0.7787093,0.8970084,0.051529527,0.112844706,0.1654619,0.7546334,0.55416083]
45230	[0.9154712,0.75213754,0.50778294,0.62503695,0.55239403,0.61524403,0.3142488,0.056989312,0.20574105,0.29118443]
46240	[0.08186591,0.6256771,0.1894387,0.76275814,0.33045733,0.22027302,0.50398505,0.8226371,0.031088829,0.09899831]
47225	[0.21488929,0.3654604,0.957816,0.7398273,0.49109352,0.8976964,0.84135365,0.03767717,0.35800397,0.8595289]
